geoId,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+
MT,0.09761765098892737,0.09269169880803281,0.1250444468099081,0.14801184040367898,0.13463363372204948,0.1205148356090855,0.13063398703172313,0.10229220974817627,0.04855969687841845
ME,0.11773200734959287,0.12504657183526469,0.13405682878441938,0.14066764109275837,0.13362056612245288,0.12788546353703933,0.12251179023726956,0.06438536322847108,0.034093767812731865
MK,0.10922251341569948,0.1120539699910722,0.13582879743493745,0.15646545517380409,0.14394925553667595,0.1357563190584531,0.1174274496251284,0.06426240052222829,0.025033839242000977
PT,0.08248506110845394,0.09955822011949544,0.10529850470352829,0.11918641969412282,0.15455097415273383,0.14524365562333016,0.1268864546171622,0.09986694724090826,0.06692376274026506
RS,0.09794938293788633,0.11442012871150013,0.12617824356757237,0.13904458664334918,0.14076249489262785,0.12835761791019493,0.13075685246246868,0.08351277329448106,0.03901791957991936
SI,0.10109565873246457,0.09446004005903032,0.09884594589914437,0.13643976811170352,0.14686675658463097,0.14488304571770508,0.1370612410603137,0.08537797292071123,0.05496957091429639
ES,0.09056799600588457,0.10129609627318771,0.09876206676010024,0.12623292466141914,0.16979009398888664,0.15070815321717992,0.11422690166265984,0.0858801119876869,0.062535655442995
AT,0.09706231124533665,0.0972872623911885,0.12384271184935157,0.13805915793213716,0.13082530200746134,0.156222241961272,0.11473174631373248,0.08776392343222597,0.054205342867294365
BE,0.11240260246758821,0.11322644339553614,0.1195971462730085,0.12977108128517803,0.13101719677338747,0.13794598544076006,0.11819856671696456,0.08105643879831738,0.05678453884925953
FR,0.11532203139307105,0.12077605078151762,0.112925270514018,0.12273048828750013,0.12755046794479208,0.13229036917762294,0.1189576868485336,0.08774928488603462,0.06169835016690997
DE,0.09406222158672521,0.09465555721922617,0.1119231256059857,0.12976256966653932,0.12225911539496019,0.16099018732049436,0.12704274070646826,0.08917476970080601,0.07012971279879454
